"id,""matchDate"",""Country"",""League"",""Season"",""homeTeam"",""awayTeam"",""FTHG"",""FTAG"",""FTR"",""1HHG"",""1HAG"",""1HR"",""2HHG"",""2HAG"",""2HR"""
"13981,""01-03-25 16:15"",""Spain"",""LaLiga"",""2024/2025"",""Rayo Vallecano"",""Sevilla"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"13979,""01-03-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Atl. Madrid"",""Ath Bilbao"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"13978,""02-03-25 14:00"",""Spain"",""LaLiga"",""2024/2025"",""Leganes"",""Getafe"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"13971,""09-03-25 14:00"",""Spain"",""LaLiga"",""2024/2025"",""Getafe"",""Atl. Madrid"",""2"",""1"",""H"",""0"",""0"",""D"",""2"",""1"",""H"""
"13968,""09-03-25 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Ath Bilbao"",""Mallorca"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"13969,""09-03-25 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Betis"",""Las Palmas"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"13967,""09-03-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Real Sociedad"",""Sevilla"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"13966,""10-03-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Espanyol"",""Girona"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"13965,""14-03-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Las Palmas"",""Alaves"",""2"",""2"",""D"",""0"",""1"",""A"",""2"",""1"",""H"""
"13964,""15-03-25 14:00"",""Spain"",""LaLiga"",""2024/2025"",""Valladolid"",""Celta Vigo"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"13963,""15-03-25 16:15"",""Spain"",""LaLiga"",""2024/2025"",""Mallorca"",""Espanyol"",""2"",""1"",""H"",""0"",""0"",""D"",""2"",""1"",""H"""
"13961,""15-03-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Girona"",""Valencia"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"13959,""16-03-25 16:15"",""Spain"",""LaLiga"",""2024/2025"",""Sevilla"",""Ath Bilbao"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"13958,""16-03-25 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Rayo Vallecano"",""Real Sociedad"",""2"",""2"",""D"",""0"",""1"",""A"",""2"",""1"",""H"""
"13953,""29-03-25 16:15"",""Spain"",""LaLiga"",""2024/2025"",""Espanyol"",""Atl. Madrid"",""1"",""1"",""D"",""0"",""1"",""A"",""1"",""0"",""H"""
"13952,""29-03-25 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Alaves"",""Rayo Vallecano"",""0"",""2"",""A"",""0"",""1"",""A"",""0"",""1"",""A"""
"13947,""30-03-25 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Ath Bilbao"",""Osasuna"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"13948,""30-03-25 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Valencia"",""Mallorca"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"13944,""04-04-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Rayo Vallecano"",""Espanyol"",""0"",""4"",""A"",""0"",""2"",""A"",""0"",""2"",""A"""
"13943,""05-04-25 14:00"",""Spain"",""LaLiga"",""2024/2025"",""Girona"",""Alaves"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"13942,""05-04-25 16:15"",""Spain"",""LaLiga"",""2024/2025"",""Real Madrid"",""Valencia"",""1"",""2"",""A"",""0"",""1"",""A"",""1"",""1"",""D"""
"13939,""06-04-25 14:00"",""Spain"",""LaLiga"",""2024/2025"",""Las Palmas"",""Real Sociedad"",""1"",""3"",""A"",""0"",""1"",""A"",""1"",""2"",""A"""
"13937,""06-04-25 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Valladolid"",""Getafe"",""0"",""4"",""A"",""0"",""3"",""A"",""0"",""1"",""A"""
"13936,""06-04-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Villarreal"",""Ath Bilbao"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"13935,""07-04-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Leganes"",""Osasuna"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"13933,""12-04-25 14:00"",""Spain"",""LaLiga"",""2024/2025"",""Real Sociedad"",""Mallorca"",""0"",""2"",""A"",""0"",""1"",""A"",""0"",""1"",""A"""
"13931,""12-04-25 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Celta Vigo"",""Espanyol"",""0"",""2"",""A"",""0"",""1"",""A"",""0"",""1"",""A"""
"13930,""12-04-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Leganes"",""Barcelona"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"13928,""13-04-25 16:15"",""Spain"",""LaLiga"",""2024/2025"",""Alaves"",""Real Madrid"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"13926,""13-04-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Ath Bilbao"",""Rayo Vallecano"",""3"",""1"",""H"",""0"",""1"",""A"",""3"",""0"",""H"""
"13921,""19-04-25 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Mallorca"",""Leganes"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"13920,""19-04-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Las Palmas"",""Atl. Madrid"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"13919,""20-04-25 14:00"",""Spain"",""LaLiga"",""2024/2025"",""Valladolid"",""Osasuna"",""2"",""3"",""A"",""0"",""2"",""A"",""2"",""1"",""H"""
"13916,""20-04-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Real Madrid"",""Ath Bilbao"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"13915,""21-04-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Girona"",""Betis"",""1"",""3"",""A"",""0"",""3"",""A"",""1"",""0"",""H"""
"13914,""22-04-25 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Valencia"",""Espanyol"",""1"",""1"",""D"",""0"",""1"",""A"",""1"",""0"",""H"""
"13913,""22-04-25 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Barcelona"",""Mallorca"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"13909,""23-04-25 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Alaves"",""Real Sociedad"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"13910,""23-04-25 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Getafe"",""Real Madrid"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"13907,""24-04-25 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Leganes"",""Girona"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"13904,""27-04-25 16:15"",""Spain"",""LaLiga"",""2024/2025"",""Villarreal"",""Espanyol"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"13902,""03-05-25 14:00"",""Spain"",""LaLiga"",""2024/2025"",""Alaves"",""Atl. Madrid"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"13895,""04-05-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Real Sociedad"",""Ath Bilbao"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"13893,""09-05-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Las Palmas"",""Rayo Vallecano"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"13889,""10-05-25 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Girona"",""Villarreal"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"13885,""11-05-25 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Ath Bilbao"",""Alaves"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"13884,""11-05-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Betis"",""Osasuna"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"13883,""13-05-25 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Valladolid"",""Girona"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"13882,""13-05-25 20:00"",""Spain"",""LaLiga"",""2024/2025"",""Real Sociedad"",""Celta Vigo"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"13881,""13-05-25 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Sevilla"",""Las Palmas"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"13879,""14-05-25 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Alaves"",""Valencia"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"13878,""14-05-25 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Real Madrid"",""Mallorca"",""2"",""1"",""H"",""0"",""1"",""A"",""2"",""0"",""H"""
"13874,""15-05-25 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Espanyol"",""Barcelona"",""0"",""2"",""A"",""0"",""0"",""D"",""0"",""2"",""A"""
"13875,""15-05-25 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Getafe"",""Ath Bilbao"",""0"",""2"",""A"",""0"",""0"",""D"",""0"",""2"",""A"""
"13867,""18-05-25 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Las Palmas"",""Leganes"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"13868,""18-05-25 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Mallorca"",""Getafe"",""1"",""2"",""A"",""0"",""0"",""D"",""1"",""2"",""A"""
"13871,""18-05-25 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Sevilla"",""Real Madrid"",""0"",""2"",""A"",""0"",""0"",""D"",""0"",""2"",""A"""
"13872,""18-05-25 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Valencia"",""Ath Bilbao"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"13873,""18-05-25 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Valladolid"",""Alaves"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"13860,""24-05-25 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Espanyol"",""Las Palmas"",""2"",""0"",""H"",""0"",""0"",""D"",""2"",""0"",""H"""
"13857,""24-05-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Alaves"",""Osasuna"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"13859,""24-05-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Rayo Vallecano"",""Mallorca"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"13856,""25-05-25 14:00"",""Spain"",""LaLiga"",""2024/2025"",""Girona"",""Atl. Madrid"",""0"",""4"",""A"",""0"",""0"",""D"",""0"",""4"",""A"""
"13854,""25-05-25 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Ath Bilbao"",""Barcelona"",""0"",""3"",""A"",""0"",""2"",""A"",""0"",""1"",""A"""
"1642,""13-09-20 16:00"",""Spain"",""LaLiga"",""2020/2021"",""Valladolid"",""Real Sociedad"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1637,""19-09-20 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Celta Vigo"",""Valencia"",""2"",""1"",""H"",""1"",""0"",""H"",""1"",""1"",""D"""
"1635,""20-09-20 18:30"",""Spain"",""LaLiga"",""2020/2021"",""Granada CF"",""Alaves"",""2"",""1"",""H"",""1"",""1"",""D"",""1"",""0"",""H"""
"1631,""26-09-20 16:00"",""Spain"",""LaLiga"",""2020/2021"",""Valencia"",""Huesca"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1628,""27-09-20 12:00"",""Spain"",""LaLiga"",""2020/2021"",""Osasuna"",""Levante"",""1"",""3"",""A"",""1"",""1"",""D"",""0"",""2"",""A"""
"1626,""27-09-20 16:00"",""Spain"",""LaLiga"",""2020/2021"",""Atl. Madrid"",""Granada CF"",""6"",""1"",""H"",""1"",""0"",""H"",""5"",""1"",""H"""
"1613,""03-10-20 13:00"",""Spain"",""LaLiga"",""2020/2021"",""Valladolid"",""Eibar"",""1"",""2"",""A"",""1"",""1"",""D"",""0"",""1"",""A"""
"1611,""03-10-20 18:30"",""Spain"",""LaLiga"",""2020/2021"",""Real Sociedad"",""Getafe"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"1608,""04-10-20 12:00"",""Spain"",""LaLiga"",""2020/2021"",""Osasuna"",""Celta Vigo"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"1604,""04-10-20 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Barcelona"",""Sevilla"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"1597,""18-10-20 16:00"",""Spain"",""LaLiga"",""2020/2021"",""Villarreal"",""Valencia"",""2"",""1"",""H"",""1"",""1"",""D"",""1"",""0"",""H"""
"1592,""24-10-20 16:00"",""Spain"",""LaLiga"",""2020/2021"",""Barcelona"",""Real Madrid"",""1"",""3"",""A"",""1"",""1"",""D"",""0"",""2"",""A"""
"1585,""25-10-20 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Real Sociedad"",""Huesca"",""4"",""1"",""H"",""1"",""0"",""H"",""3"",""1"",""H"""
"1579,""31-10-20 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Alaves"",""Barcelona"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1576,""01-11-20 18:30"",""Spain"",""LaLiga"",""2020/2021"",""Granada CF"",""Levante"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"1575,""01-11-20 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Valencia"",""Getafe"",""2"",""2"",""D"",""1"",""0"",""H"",""1"",""2"",""A"""
"1573,""06-11-20 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Elche"",""Celta Vigo"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"1571,""07-11-20 16:15"",""Spain"",""LaLiga"",""2020/2021"",""Barcelona"",""Betis"",""5"",""2"",""H"",""1"",""1"",""D"",""4"",""1"",""H"""
"1568,""08-11-20 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Getafe"",""Villarreal"",""1"",""3"",""A"",""1"",""2"",""A"",""0"",""1"",""A"""
"1566,""08-11-20 18:30"",""Spain"",""LaLiga"",""2020/2021"",""Valladolid"",""Ath Bilbao"",""2"",""1"",""H"",""1"",""0"",""H"",""1"",""1"",""D"""
"1562,""21-11-20 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Levante"",""Elche"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1559,""21-11-20 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Atl. Madrid"",""Barcelona"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"1552,""28-11-20 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Elche"",""Cadiz CF"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1546,""29-11-20 18:30"",""Spain"",""LaLiga"",""2020/2021"",""Celta Vigo"",""Granada CF"",""3"",""1"",""H"",""1"",""1"",""D"",""2"",""0"",""H"""
"1545,""29-11-20 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Real Sociedad"",""Villarreal"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"1539,""05-12-20 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Cadiz CF"",""Barcelona"",""2"",""1"",""H"",""1"",""0"",""H"",""1"",""1"",""D"""
"1538,""06-12-20 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Granada CF"",""Huesca"",""3"",""3"",""D"",""1"",""1"",""D"",""2"",""2"",""D"""
"1533,""11-12-20 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Valladolid"",""Osasuna"",""3"",""2"",""H"",""1"",""2"",""A"",""2"",""0"",""H"""
"1532,""12-12-20 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Valencia"",""Ath Bilbao"",""2"",""2"",""D"",""1"",""0"",""H"",""1"",""2"",""A"""
"1529,""12-12-20 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Real Madrid"",""Atl. Madrid"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"1528,""13-12-20 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Real Sociedad"",""Eibar"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1523,""15-12-20 22:00"",""Spain"",""LaLiga"",""2020/2021"",""Real Madrid"",""Ath Bilbao"",""3"",""1"",""H"",""1"",""0"",""H"",""2"",""1"",""H"""
"1520,""19-12-20 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Atl. Madrid"",""Elche"",""3"",""1"",""H"",""1"",""0"",""H"",""2"",""1"",""H"""
"1519,""19-12-20 16:15"",""Spain"",""LaLiga"",""2020/2021"",""Barcelona"",""Valencia"",""2"",""2"",""D"",""1"",""1"",""D"",""1"",""1"",""D"""
"1517,""19-12-20 18:30"",""Spain"",""LaLiga"",""2020/2021"",""Levante"",""Real Sociedad"",""2"",""1"",""H"",""1"",""1"",""D"",""1"",""0"",""H"""
"1516,""19-12-20 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Sevilla"",""Valladolid"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1515,""20-12-20 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Celta Vigo"",""Alaves"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"1512,""20-12-20 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Eibar"",""Real Madrid"",""1"",""3"",""A"",""1"",""2"",""A"",""0"",""1"",""A"""
"1508,""22-12-20 19:45"",""Spain"",""LaLiga"",""2020/2021"",""Huesca"",""Levante"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1505,""23-12-20 17:30"",""Spain"",""LaLiga"",""2020/2021"",""Getafe"",""Celta Vigo"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"1501,""29-12-20 17:00"",""Spain"",""LaLiga"",""2020/2021"",""Sevilla"",""Villarreal"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"1497,""30-12-20 17:00"",""Spain"",""LaLiga"",""2020/2021"",""Granada CF"",""Valencia"",""2"",""1"",""H"",""1"",""1"",""D"",""1"",""0"",""H"""
"1495,""30-12-20 19:15"",""Spain"",""LaLiga"",""2020/2021"",""Atl. Madrid"",""Getafe"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"1496,""30-12-20 19:15"",""Spain"",""LaLiga"",""2020/2021"",""Celta Vigo"",""Huesca"",""2"",""1"",""H"",""1"",""0"",""H"",""1"",""1"",""D"""
"1491,""02-01-21 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Villarreal"",""Levante"",""2"",""1"",""H"",""1"",""0"",""H"",""1"",""1"",""D"""
"1488,""02-01-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Real Madrid"",""Celta Vigo"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"1487,""03-01-21 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Ath Bilbao"",""Elche"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"1481,""06-01-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Ath Bilbao"",""Barcelona"",""2"",""3"",""A"",""1"",""2"",""A"",""1"",""1"",""D"""
"1475,""10-01-21 16:15"",""Spain"",""LaLiga"",""2020/2021"",""Cadiz CF"",""Alaves"",""3"",""1"",""H"",""1"",""1"",""D"",""2"",""0"",""H"""
"1473,""11-01-21 19:00"",""Spain"",""LaLiga"",""2020/2021"",""Elche"",""Getafe"",""1"",""3"",""A"",""1"",""1"",""D"",""0"",""2"",""A"""
"1470,""12-01-21 21:30"",""Spain"",""LaLiga"",""2020/2021"",""Atl. Madrid"",""Sevilla"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"1467,""19-01-21 21:30"",""Spain"",""LaLiga"",""2020/2021"",""Alaves"",""Sevilla"",""1"",""2"",""A"",""1"",""2"",""A"",""0"",""0"",""D"""
"1464,""20-01-21 21:30"",""Spain"",""LaLiga"",""2020/2021"",""Villarreal"",""Granada CF"",""2"",""2"",""D"",""1"",""1"",""D"",""1"",""1"",""D"""
"1462,""21-01-21 21:30"",""Spain"",""LaLiga"",""2020/2021"",""Eibar"",""Atl. Madrid"",""1"",""2"",""A"",""1"",""1"",""D"",""0"",""1"",""A"""
"1454,""24-01-21 18:30"",""Spain"",""LaLiga"",""2020/2021"",""Celta Vigo"",""Eibar"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1453,""24-01-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Atl. Madrid"",""Valencia"",""3"",""1"",""H"",""1"",""1"",""D"",""2"",""0"",""H"""
"1452,""25-01-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Ath Bilbao"",""Getafe"",""5"",""1"",""H"",""1"",""1"",""D"",""4"",""0"",""H"""
"1449,""30-01-21 16:15"",""Spain"",""LaLiga"",""2020/2021"",""Real Madrid"",""Levante"",""1"",""2"",""A"",""1"",""1"",""D"",""0"",""1"",""A"""
"1448,""30-01-21 18:30"",""Spain"",""LaLiga"",""2020/2021"",""Valencia"",""Elche"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"1447,""30-01-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Villarreal"",""Real Sociedad"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1445,""31-01-21 16:15"",""Spain"",""LaLiga"",""2020/2021"",""Cadiz CF"",""Atl. Madrid"",""2"",""4"",""A"",""1"",""2"",""A"",""1"",""2"",""A"""
"1443,""31-01-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Barcelona"",""Ath Bilbao"",""2"",""1"",""H"",""1"",""0"",""H"",""1"",""1"",""D"""
"1440,""06-02-21 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Levante"",""Granada CF"",""2"",""2"",""D"",""1"",""1"",""D"",""1"",""1"",""D"""
"1435,""07-02-21 16:15"",""Spain"",""LaLiga"",""2020/2021"",""Ath Bilbao"",""Valencia"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1434,""07-02-21 18:30"",""Spain"",""LaLiga"",""2020/2021"",""Osasuna"",""Eibar"",""2"",""1"",""H"",""1"",""1"",""D"",""1"",""0"",""H"""
"1433,""07-02-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Betis"",""Barcelona"",""2"",""3"",""A"",""1"",""0"",""H"",""1"",""3"",""A"""
"1432,""08-02-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Atl. Madrid"",""Celta Vigo"",""2"",""2"",""D"",""1"",""1"",""D"",""1"",""1"",""D"""
"1427,""13-02-21 18:30"",""Spain"",""LaLiga"",""2020/2021"",""Eibar"",""Valladolid"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"1420,""17-02-21 19:00"",""Spain"",""LaLiga"",""2020/2021"",""Levante"",""Atl. Madrid"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"1418,""20-02-21 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Elche"",""Eibar"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"1414,""21-02-21 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Barcelona"",""Cadiz CF"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1413,""21-02-21 16:15"",""Spain"",""LaLiga"",""2020/2021"",""Real Sociedad"",""Alaves"",""4"",""0"",""H"",""1"",""0"",""H"",""3"",""0"",""H"""
"1411,""21-02-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Ath Bilbao"",""Villarreal"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"1408,""26-02-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Levante"",""Ath Bilbao"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1404,""27-02-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Getafe"",""Valencia"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"1401,""28-02-21 18:30"",""Spain"",""LaLiga"",""2020/2021"",""Granada CF"",""Elche"",""2"",""1"",""H"",""1"",""1"",""D"",""1"",""0"",""H"""
"1395,""06-03-21 18:30"",""Spain"",""LaLiga"",""2020/2021"",""Cadiz CF"",""Eibar"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"1392,""07-03-21 16:15"",""Spain"",""LaLiga"",""2020/2021"",""Atl. Madrid"",""Real Madrid"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1391,""07-03-21 18:30"",""Spain"",""LaLiga"",""2020/2021"",""Real Sociedad"",""Levante"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"1390,""07-03-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Ath Bilbao"",""Granada CF"",""2"",""1"",""H"",""1"",""0"",""H"",""1"",""1"",""D"""
"1388,""10-03-21 19:00"",""Spain"",""LaLiga"",""2020/2021"",""Atl. Madrid"",""Ath Bilbao"",""2"",""1"",""H"",""1"",""1"",""D"",""1"",""0"",""H"""
"1387,""12-03-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Levante"",""Valencia"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"1386,""13-03-21 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Alaves"",""Cadiz CF"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"1379,""14-03-21 21:00"",""Spain"",""LaLiga"",""2020/2021"",""Sevilla"",""Betis"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"1377,""17-03-21 19:00"",""Spain"",""LaLiga"",""2020/2021"",""Sevilla"",""Elche"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"1375,""20-03-21 14:00"",""Spain"",""LaLiga"",""2020/2021"",""Ath Bilbao"",""Eibar"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"1374,""20-03-21 16:15"",""Spain"",""LaLiga"",""2020/2021"",""Celta Vigo"",""Real Madrid"",""1"",""3"",""A"",""1"",""2"",""A"",""0"",""1"",""A"""
