"id,""matchDate"",""Country"",""League"",""Season"",""homeTeam"",""awayTeam"",""FTHG"",""FTAG"",""FTR"",""1HHG"",""1HAG"",""1HR"",""2HHG"",""2HAG"",""2HR"""
"1008,""28-02-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Granada CF"",""Cadiz CF"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"1007,""02-03-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Mallorca"",""Real Sociedad"",""0"",""2"",""A"",""0"",""1"",""A"",""0"",""1"",""A"""
"1006,""04-03-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Alaves"",""Sevilla"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"1005,""05-03-22 14:00"",""Spain"",""LaLiga"",""2021/2022"",""Osasuna"",""Villarreal"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"1003,""05-03-22 18:30"",""Spain"",""LaLiga"",""2021/2022"",""Valencia"",""Granada CF"",""3"",""1"",""H"",""0"",""0"",""D"",""3"",""1"",""H"""
"1001,""06-03-22 14:00"",""Spain"",""LaLiga"",""2021/2022"",""Cadiz CF"",""Rayo Vallecano"",""2"",""0"",""H"",""0"",""0"",""D"",""2"",""0"",""H"""
"997,""07-03-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Ath Bilbao"",""Levante"",""3"",""1"",""H"",""0"",""0"",""D"",""3"",""1"",""H"""
"995,""12-03-22 14:00"",""Spain"",""LaLiga"",""2021/2022"",""Levante"",""Espanyol"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"994,""12-03-22 16:15"",""Spain"",""LaLiga"",""2021/2022"",""Granada CF"",""Elche"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"993,""12-03-22 18:30"",""Spain"",""LaLiga"",""2021/2022"",""Villarreal"",""Celta Vigo"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"992,""12-03-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Getafe"",""Valencia"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"991,""13-03-22 14:00"",""Spain"",""LaLiga"",""2021/2022"",""Rayo Vallecano"",""Sevilla"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"989,""13-03-22 18:30"",""Spain"",""LaLiga"",""2021/2022"",""Real Sociedad"",""Alaves"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"987,""14-03-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Mallorca"",""Real Madrid"",""0"",""3"",""A"",""0"",""0"",""D"",""0"",""3"",""A"""
"985,""19-03-22 14:00"",""Spain"",""LaLiga"",""2021/2022"",""Alaves"",""Granada CF"",""2"",""3"",""A"",""0"",""0"",""D"",""2"",""3"",""A"""
"984,""19-03-22 16:15"",""Spain"",""LaLiga"",""2021/2022"",""Elche"",""Valencia"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"982,""19-03-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Rayo Vallecano"",""Atl. Madrid"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"979,""20-03-22 16:15"",""Spain"",""LaLiga"",""2021/2022"",""Cadiz CF"",""Villarreal"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"980,""20-03-22 16:15"",""Spain"",""LaLiga"",""2021/2022"",""Celta Vigo"",""Betis"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"978,""20-03-22 18:30"",""Spain"",""LaLiga"",""2021/2022"",""Sevilla"",""Real Sociedad"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"977,""20-03-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Real Madrid"",""Barcelona"",""0"",""4"",""A"",""0"",""2"",""A"",""0"",""2"",""A"""
"976,""02-04-22 14:00"",""Spain"",""LaLiga"",""2021/2022"",""Getafe"",""Mallorca"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"975,""02-04-22 16:15"",""Spain"",""LaLiga"",""2021/2022"",""Levante"",""Villarreal"",""2"",""0"",""H"",""0"",""0"",""D"",""2"",""0"",""H"""
"974,""02-04-22 18:30"",""Spain"",""LaLiga"",""2021/2022"",""Celta Vigo"",""Real Madrid"",""1"",""2"",""A"",""0"",""1"",""A"",""1"",""1"",""D"""
"969,""03-04-22 18:30"",""Spain"",""LaLiga"",""2021/2022"",""Granada CF"",""Rayo Vallecano"",""2"",""2"",""D"",""0"",""2"",""A"",""2"",""0"",""H"""
"970,""03-04-22 18:30"",""Spain"",""LaLiga"",""2021/2022"",""Valencia"",""Cadiz CF"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"968,""03-04-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Barcelona"",""Sevilla"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"967,""04-04-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Real Sociedad"",""Espanyol"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"965,""09-04-22 14:00"",""Spain"",""LaLiga"",""2021/2022"",""Cadiz CF"",""Betis"",""1"",""2"",""A"",""0"",""0"",""D"",""1"",""2"",""A"""
"964,""09-04-22 16:15"",""Spain"",""LaLiga"",""2021/2022"",""Mallorca"",""Atl. Madrid"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"963,""09-04-22 18:30"",""Spain"",""LaLiga"",""2021/2022"",""Villarreal"",""Ath Bilbao"",""1"",""1"",""D"",""0"",""1"",""A"",""1"",""0"",""H"""
"961,""10-04-22 14:00"",""Spain"",""LaLiga"",""2021/2022"",""Osasuna"",""Alaves"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"960,""10-04-22 16:15"",""Spain"",""LaLiga"",""2021/2022"",""Espanyol"",""Celta Vigo"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"958,""10-04-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Levante"",""Barcelona"",""2"",""3"",""A"",""0"",""0"",""D"",""2"",""3"",""A"""
"957,""11-04-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Rayo Vallecano"",""Valencia"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"956,""15-04-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Real Sociedad"",""Betis"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"954,""16-04-22 16:15"",""Spain"",""LaLiga"",""2021/2022"",""Alaves"",""Rayo Vallecano"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"953,""16-04-22 18:30"",""Spain"",""LaLiga"",""2021/2022"",""Valencia"",""Osasuna"",""1"",""2"",""A"",""0"",""0"",""D"",""1"",""2"",""A"""
"952,""16-04-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Getafe"",""Villarreal"",""1"",""2"",""A"",""0"",""2"",""A"",""1"",""0"",""H"""
"951,""17-04-22 14:00"",""Spain"",""LaLiga"",""2021/2022"",""Granada CF"",""Levante"",""1"",""4"",""A"",""0"",""1"",""A"",""1"",""3"",""A"""
"950,""17-04-22 16:15"",""Spain"",""LaLiga"",""2021/2022"",""Atl. Madrid"",""Espanyol"",""2"",""1"",""H"",""0"",""0"",""D"",""2"",""1"",""H"""
"949,""17-04-22 18:30"",""Spain"",""LaLiga"",""2021/2022"",""Ath Bilbao"",""Celta Vigo"",""0"",""2"",""A"",""0"",""2"",""A"",""0"",""0"",""D"""
"947,""18-04-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Barcelona"",""Cadiz CF"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"945,""19-04-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Betis"",""Elche"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"943,""20-04-22 19:00"",""Spain"",""LaLiga"",""2021/2022"",""Atl. Madrid"",""Granada CF"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"942,""20-04-22 20:00"",""Spain"",""LaLiga"",""2021/2022"",""Celta Vigo"",""Getafe"",""0"",""2"",""A"",""0"",""1"",""A"",""0"",""1"",""A"""
"939,""21-04-22 19:00"",""Spain"",""LaLiga"",""2021/2022"",""Espanyol"",""Rayo Vallecano"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"938,""21-04-22 20:00"",""Spain"",""LaLiga"",""2021/2022"",""Cadiz CF"",""Ath Bilbao"",""2"",""3"",""A"",""0"",""3"",""A"",""2"",""0"",""H"""
"937,""21-04-22 21:30"",""Spain"",""LaLiga"",""2021/2022"",""Real Sociedad"",""Barcelona"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"936,""24-04-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Barcelona"",""Rayo Vallecano"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"930,""01-05-22 14:00"",""Spain"",""LaLiga"",""2021/2022"",""Elche"",""Osasuna"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"929,""01-05-22 16:15"",""Spain"",""LaLiga"",""2021/2022"",""Granada CF"",""Celta Vigo"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"928,""01-05-22 18:30"",""Spain"",""LaLiga"",""2021/2022"",""Rayo Vallecano"",""Real Sociedad"",""1"",""1"",""D"",""0"",""1"",""A"",""1"",""0"",""H"""
"926,""02-05-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Getafe"",""Betis"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"925,""06-05-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Levante"",""Real Sociedad"",""2"",""1"",""H"",""0"",""0"",""D"",""2"",""1"",""H"""
"923,""07-05-22 16:15"",""Spain"",""LaLiga"",""2021/2022"",""Ath Bilbao"",""Valencia"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"921,""07-05-22 18:30"",""Spain"",""LaLiga"",""2021/2022"",""Cadiz CF"",""Elche"",""3"",""0"",""H"",""0"",""0"",""D"",""3"",""0"",""H"""
"920,""07-05-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Betis"",""Barcelona"",""1"",""2"",""A"",""0"",""0"",""D"",""1"",""2"",""A"""
"919,""08-05-22 14:00"",""Spain"",""LaLiga"",""2021/2022"",""Getafe"",""Rayo Vallecano"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"918,""08-05-22 16:15"",""Spain"",""LaLiga"",""2021/2022"",""Villarreal"",""Sevilla"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"917,""08-05-22 18:30"",""Spain"",""LaLiga"",""2021/2022"",""Espanyol"",""Osasuna"",""1"",""1"",""D"",""0"",""1"",""A"",""1"",""0"",""H"""
"915,""10-05-22 19:00"",""Spain"",""LaLiga"",""2021/2022"",""Valencia"",""Betis"",""0"",""3"",""A"",""0"",""0"",""D"",""0"",""3"",""A"""
"910,""11-05-22 20:30"",""Spain"",""LaLiga"",""2021/2022"",""Sevilla"",""Mallorca"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"909,""11-05-22 21:30"",""Spain"",""LaLiga"",""2021/2022"",""Elche"",""Atl. Madrid"",""0"",""2"",""A"",""0"",""1"",""A"",""0"",""1"",""A"""
"901,""15-05-22 19:30"",""Spain"",""LaLiga"",""2021/2022"",""Getafe"",""Barcelona"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"902,""15-05-22 19:30"",""Spain"",""LaLiga"",""2021/2022"",""Levante"",""Alaves"",""3"",""1"",""H"",""0"",""1"",""A"",""3"",""0"",""H"""
"895,""20-05-22 21:00"",""Spain"",""LaLiga"",""2021/2022"",""Real Madrid"",""Betis"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"889,""22-05-22 20:00"",""Spain"",""LaLiga"",""2021/2022"",""Alaves"",""Cadiz CF"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"890,""22-05-22 20:00"",""Spain"",""LaLiga"",""2021/2022"",""Granada CF"",""Espanyol"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"891,""22-05-22 20:00"",""Spain"",""LaLiga"",""2021/2022"",""Osasuna"",""Mallorca"",""0"",""2"",""A"",""0"",""0"",""D"",""0"",""2"",""A"""
"886,""22-05-22 22:00"",""Spain"",""LaLiga"",""2021/2022"",""Barcelona"",""Villarreal"",""0"",""2"",""A"",""0"",""1"",""A"",""0"",""1"",""A"""
"887,""22-05-22 22:00"",""Spain"",""LaLiga"",""2021/2022"",""Real Sociedad"",""Atl. Madrid"",""1"",""2"",""A"",""0"",""0"",""D"",""1"",""2"",""A"""
"888,""22-05-22 22:00"",""Spain"",""LaLiga"",""2021/2022"",""Sevilla"",""Ath Bilbao"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"882,""13-08-22 19:00"",""Spain"",""LaLiga"",""2022/2023"",""Valladolid"",""Villarreal"",""0"",""3"",""A"",""0"",""0"",""D"",""0"",""3"",""A"""
"881,""13-08-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Barcelona"",""Rayo Vallecano"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"880,""14-08-22 17:30"",""Spain"",""LaLiga"",""2022/2023"",""Cadiz CF"",""Real Sociedad"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"877,""15-08-22 17:30"",""Spain"",""LaLiga"",""2022/2023"",""Ath Bilbao"",""Mallorca"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"876,""15-08-22 19:30"",""Spain"",""LaLiga"",""2022/2023"",""Getafe"",""Atl. Madrid"",""0"",""3"",""A"",""0"",""1"",""A"",""0"",""2"",""A"""
"874,""19-08-22 20:00"",""Spain"",""LaLiga"",""2022/2023"",""Espanyol"",""Rayo Vallecano"",""0"",""2"",""A"",""0"",""1"",""A"",""0"",""1"",""A"""
"873,""19-08-22 22:00"",""Spain"",""LaLiga"",""2022/2023"",""Sevilla"",""Valladolid"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"871,""20-08-22 19:30"",""Spain"",""LaLiga"",""2022/2023"",""Mallorca"",""Betis"",""1"",""2"",""A"",""0"",""1"",""A"",""1"",""1"",""D"""
"868,""21-08-22 19:30"",""Spain"",""LaLiga"",""2022/2023"",""Atl. Madrid"",""Villarreal"",""0"",""2"",""A"",""0"",""0"",""D"",""0"",""2"",""A"""
"864,""26-08-22 20:00"",""Spain"",""LaLiga"",""2022/2023"",""Girona"",""Celta Vigo"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"862,""27-08-22 17:30"",""Spain"",""LaLiga"",""2022/2023"",""Elche"",""Real Sociedad"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"861,""27-08-22 19:30"",""Spain"",""LaLiga"",""2022/2023"",""Rayo Vallecano"",""Mallorca"",""0"",""2"",""A"",""0"",""1"",""A"",""0"",""1"",""A"""
"859,""28-08-22 17:30"",""Spain"",""LaLiga"",""2022/2023"",""Getafe"",""Villarreal"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"856,""29-08-22 20:00"",""Spain"",""LaLiga"",""2022/2023"",""Cadiz CF"",""Ath Bilbao"",""0"",""4"",""A"",""0"",""1"",""A"",""0"",""3"",""A"""
"855,""29-08-22 22:00"",""Spain"",""LaLiga"",""2022/2023"",""Valencia"",""Atl. Madrid"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"854,""02-09-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Celta Vigo"",""Cadiz CF"",""3"",""0"",""H"",""0"",""0"",""D"",""3"",""0"",""H"""
"853,""03-09-22 14:00"",""Spain"",""LaLiga"",""2022/2023"",""Mallorca"",""Girona"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"851,""03-09-22 18:30"",""Spain"",""LaLiga"",""2022/2023"",""Real Sociedad"",""Atl. Madrid"",""1"",""1"",""D"",""0"",""1"",""A"",""1"",""0"",""H"""
"850,""03-09-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Sevilla"",""Barcelona"",""0"",""3"",""A"",""0"",""2"",""A"",""0"",""1"",""A"""
"849,""04-09-22 14:00"",""Spain"",""LaLiga"",""2022/2023"",""Osasuna"",""Rayo Vallecano"",""2"",""1"",""H"",""0"",""0"",""D"",""2"",""1"",""H"""
"848,""04-09-22 16:15"",""Spain"",""LaLiga"",""2022/2023"",""Ath Bilbao"",""Espanyol"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"845,""05-09-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Valladolid"",""Almeria"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"841,""10-09-22 18:30"",""Spain"",""LaLiga"",""2022/2023"",""Cadiz CF"",""Barcelona"",""0"",""4"",""A"",""0"",""0"",""D"",""0"",""4"",""A"""
"838,""11-09-22 16:15"",""Spain"",""LaLiga"",""2022/2023"",""Elche"",""Ath Bilbao"",""1"",""4"",""A"",""0"",""4"",""A"",""1"",""0"",""H"""
"836,""11-09-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Betis"",""Villarreal"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"835,""12-09-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Almeria"",""Osasuna"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"834,""16-09-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Valladolid"",""Cadiz CF"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"829,""18-09-22 14:00"",""Spain"",""LaLiga"",""2022/2023"",""Osasuna"",""Getafe"",""0"",""2"",""A"",""0"",""1"",""A"",""0"",""1"",""A"""
"828,""18-09-22 16:15"",""Spain"",""LaLiga"",""2022/2023"",""Villarreal"",""Sevilla"",""1"",""1"",""D"",""0"",""1"",""A"",""1"",""0"",""H"""
"825,""18-09-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Atl. Madrid"",""Real Madrid"",""1"",""2"",""A"",""0"",""2"",""A"",""1"",""0"",""H"""
"823,""01-10-22 14:00"",""Spain"",""LaLiga"",""2022/2023"",""Cadiz CF"",""Villarreal"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"821,""01-10-22 18:30"",""Spain"",""LaLiga"",""2022/2023"",""Sevilla"",""Atl. Madrid"",""0"",""2"",""A"",""0"",""1"",""A"",""0"",""1"",""A"""
"820,""01-10-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Mallorca"",""Barcelona"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"819,""02-10-22 14:00"",""Spain"",""LaLiga"",""2022/2023"",""Espanyol"",""Valencia"",""2"",""2"",""D"",""0"",""0"",""D"",""2"",""2"",""D"""
"814,""07-10-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Osasuna"",""Valencia"",""1"",""2"",""A"",""0"",""1"",""A"",""1"",""1"",""D"""
"810,""08-10-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Getafe"",""Real Madrid"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"809,""09-10-22 14:00"",""Spain"",""LaLiga"",""2022/2023"",""Valladolid"",""Betis"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"804,""14-10-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Rayo Vallecano"",""Getafe"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"803,""15-10-22 14:00"",""Spain"",""LaLiga"",""2022/2023"",""Girona"",""Cadiz CF"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"801,""15-10-22 18:30"",""Spain"",""LaLiga"",""2022/2023"",""Mallorca"",""Sevilla"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"800,""15-10-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Ath Bilbao"",""Atl. Madrid"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"797,""16-10-22 18:30"",""Spain"",""LaLiga"",""2022/2023"",""Espanyol"",""Valladolid"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"794,""18-10-22 19:00"",""Spain"",""LaLiga"",""2022/2023"",""Sevilla"",""Valencia"",""1"",""1"",""D"",""0"",""1"",""A"",""1"",""0"",""H"""
"790,""19-10-22 19:00"",""Spain"",""LaLiga"",""2022/2023"",""Cadiz CF"",""Betis"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"788,""19-10-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Elche"",""Real Madrid"",""0"",""3"",""A"",""0"",""1"",""A"",""0"",""2"",""A"""
"786,""20-10-22 20:00"",""Spain"",""LaLiga"",""2022/2023"",""Osasuna"",""Espanyol"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"782,""22-10-22 18:30"",""Spain"",""LaLiga"",""2022/2023"",""Valencia"",""Mallorca"",""1"",""2"",""A"",""0"",""0"",""D"",""1"",""2"",""A"""
"779,""23-10-22 16:15"",""Spain"",""LaLiga"",""2022/2023"",""Betis"",""Atl. Madrid"",""1"",""2"",""A"",""0"",""0"",""D"",""1"",""2"",""A"""
"778,""23-10-22 18:30"",""Spain"",""LaLiga"",""2022/2023"",""Villarreal"",""Almeria"",""2"",""1"",""H"",""0"",""1"",""A"",""2"",""0"",""H"""
"775,""24-10-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Celta Vigo"",""Getafe"",""1"",""1"",""D"",""0"",""1"",""A"",""1"",""0"",""H"""
"774,""28-10-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Mallorca"",""Espanyol"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"773,""29-10-22 14:00"",""Spain"",""LaLiga"",""2022/2023"",""Almeria"",""Celta Vigo"",""3"",""1"",""H"",""0"",""1"",""A"",""3"",""0"",""H"""
"771,""29-10-22 18:30"",""Spain"",""LaLiga"",""2022/2023"",""Sevilla"",""Rayo Vallecano"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"770,""29-10-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Valencia"",""Barcelona"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"768,""30-10-22 16:15"",""Spain"",""LaLiga"",""2022/2023"",""Real Madrid"",""Girona"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"767,""30-10-22 18:30"",""Spain"",""LaLiga"",""2022/2023"",""Ath Bilbao"",""Villarreal"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"766,""30-10-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Real Sociedad"",""Betis"",""0"",""2"",""A"",""0"",""0"",""D"",""0"",""2"",""A"""
"765,""31-10-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Elche"",""Getafe"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"764,""04-11-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Girona"",""Ath Bilbao"",""2"",""1"",""H"",""0"",""0"",""D"",""2"",""1"",""H"""
"763,""05-11-22 14:00"",""Spain"",""LaLiga"",""2022/2023"",""Getafe"",""Cadiz CF"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"760,""05-11-22 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Barcelona"",""Almeria"",""2"",""0"",""H"",""0"",""0"",""D"",""2"",""0"",""H"""
"759,""06-11-22 14:00"",""Spain"",""LaLiga"",""2022/2023"",""Atl. Madrid"",""Espanyol"",""1"",""1"",""D"",""0"",""0"",""D"",""1"",""1"",""D"""
"757,""06-11-22 18:30"",""Spain"",""LaLiga"",""2022/2023"",""Villarreal"",""Mallorca"",""0"",""2"",""A"",""0"",""1"",""A"",""0"",""1"",""A"""
"749,""09-11-22 20:00"",""Spain"",""LaLiga"",""2022/2023"",""Espanyol"",""Villarreal"",""0"",""1"",""A"",""0"",""0"",""D"",""0"",""1"",""A"""
"747,""10-11-22 19:00"",""Spain"",""LaLiga"",""2022/2023"",""Rayo Vallecano"",""Celta Vigo"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"746,""10-11-22 20:00"",""Spain"",""LaLiga"",""2022/2023"",""Valencia"",""Betis"",""3"",""0"",""H"",""0"",""0"",""D"",""3"",""0"",""H"""
"743,""29-12-22 19:15"",""Spain"",""LaLiga"",""2022/2023"",""Betis"",""Ath Bilbao"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
"742,""29-12-22 21:30"",""Spain"",""LaLiga"",""2022/2023"",""Atl. Madrid"",""Elche"",""2"",""0"",""H"",""0"",""0"",""D"",""2"",""0"",""H"""
"741,""30-12-22 17:00"",""Spain"",""LaLiga"",""2022/2023"",""Getafe"",""Mallorca"",""2"",""0"",""H"",""0"",""0"",""D"",""2"",""0"",""H"""
"739,""30-12-22 19:15"",""Spain"",""LaLiga"",""2022/2023"",""Cadiz CF"",""Almeria"",""1"",""1"",""D"",""0"",""1"",""A"",""1"",""0"",""H"""
"738,""30-12-22 21:30"",""Spain"",""LaLiga"",""2022/2023"",""Valladolid"",""Real Madrid"",""0"",""2"",""A"",""0"",""0"",""D"",""0"",""2"",""A"""
"734,""06-01-23 18:30"",""Spain"",""LaLiga"",""2022/2023"",""Elche"",""Celta Vigo"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"733,""06-01-23 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Valencia"",""Cadiz CF"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"732,""07-01-23 16:15"",""Spain"",""LaLiga"",""2022/2023"",""Villarreal"",""Real Madrid"",""2"",""1"",""H"",""0"",""0"",""D"",""2"",""1"",""H"""
"731,""07-01-23 18:30"",""Spain"",""LaLiga"",""2022/2023"",""Mallorca"",""Valladolid"",""1"",""0"",""H"",""0"",""0"",""D"",""1"",""0"",""H"""
"730,""07-01-23 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Espanyol"",""Girona"",""2"",""2"",""D"",""0"",""1"",""A"",""2"",""1"",""H"""
"729,""08-01-23 14:00"",""Spain"",""LaLiga"",""2022/2023"",""Almeria"",""Real Sociedad"",""0"",""2"",""A"",""0"",""0"",""D"",""0"",""2"",""A"""
"726,""08-01-23 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Atl. Madrid"",""Barcelona"",""0"",""1"",""A"",""0"",""1"",""A"",""0"",""0"",""D"""
"725,""09-01-23 21:00"",""Spain"",""LaLiga"",""2022/2023"",""Ath Bilbao"",""Osasuna"",""0"",""0"",""D"",""0"",""0"",""D"",""0"",""0"",""D"""
